Herb_ID,Herb_cn_name,chp_detail_url,dayi_detail_url,chp_filled_fields,dayi_filled_fields,filled_values
HERB006055,香橼,https://ydz.chp.org.cn/#/item?bookId=1&entryId=407,,UsePart|Properties|Meridians|Function|Indication,,"{""UsePart"": ""成熟果实"", ""Properties"": ""辛、苦、酸，温"", ""Meridians"": ""归肝、脾、肺经"", ""Function"": ""疏肝理气，宽中，化痰"", ""Indication"": ""用于肝胃气滞，胸胁胀痛，脘腹痞满，呕吐噫气，痰多咳嗽。""}"
HERB006061,香橼,https://ydz.chp.org.cn/#/item?bookId=1&entryId=407,,Herb_latin_name|UsePart|Properties|Meridians|Function,,"{""Herb_latin_name"": ""CITRI FRUCTUS"", ""UsePart"": ""成熟果实"", ""Properties"": ""辛、苦、酸，温"", ""Meridians"": ""归肝、脾、肺经"", ""Function"": ""疏肝理气，宽中，化痰""}"
HERB006068,香附,https://ydz.chp.org.cn/#/item?bookId=1&entryId=406,,Herb_latin_name|UsePart|Properties|Meridians|Function|Indication,,"{""Herb_latin_name"": ""CYPERI RHIZOMA"", ""UsePart"": ""根茎"", ""Properties"": ""辛、微苦、微甘，平"", ""Meridians"": ""归肝、脾、三焦经"", ""Function"": ""疏肝解郁，理气宽中，调经止痛"", ""Indication"": ""用于肝郁气滞，胸胁胀痛，疝气疼痛，乳房胀痛，脾胃气滞，脘腹痞闷，胀满疼痛，月经不调，经闭痛经。""}"
HERB006121,小茴香,https://ydz.chp.org.cn/#/item?bookId=1&entryId=66,,UsePart,,"{""UsePart"": ""成熟果实""}"
HERB006151,小通草,https://ydz.chp.org.cn/#/item?bookId=1&entryId=67,,UsePart|Properties|Meridians,,"{""UsePart"": ""茎"", ""Properties"": ""甘、淡，寒"", ""Meridians"": ""归肺、胃经""}"
HERB006228,辛夷,https://ydz.chp.org.cn/#/item?bookId=1&entryId=282,,Herb_latin_name|UsePart|Properties|Meridians|Function,,"{""Herb_latin_name"": ""MAGNOLIAE FLOS"", ""UsePart"": ""花蕾"", ""Properties"": ""辛，温"", ""Meridians"": ""归肺、胃经"", ""Function"": ""散风寒，通鼻窍""}"
HERB006278,玄明粉,https://ydz.chp.org.cn/#/item?bookId=1&entryId=175,,Properties|Meridians,,"{""Properties"": ""咸、苦，寒"", ""Meridians"": ""归胃、大肠经""}"
HERB006310,鸦胆子,https://ydz.chp.org.cn/#/item?bookId=1&entryId=399,,Properties|Meridians,,"{""Properties"": ""苦，寒；有小毒"", ""Meridians"": ""归大肠、肝经""}"
HERB006326,亚麻子,https://ydz.chp.org.cn/#/item?bookId=1&entryId=196,,Properties|Meridians,,"{""Properties"": ""甘，平"", ""Meridians"": ""归肺、肝、大肠经""}"
HERB006336,鸭跖草,https://ydz.chp.org.cn/#/item?bookId=1&entryId=444,,UsePart|Properties|Meridians,,"{""UsePart"": ""地上部分"", ""Properties"": ""甘、淡，寒"", ""Meridians"": ""归肺、胃、小肠经""}"
HERB006335,鸭跖草,https://ydz.chp.org.cn/#/item?bookId=1&entryId=444,,UsePart|Properties|Meridians,,"{""UsePart"": ""地上部分"", ""Properties"": ""甘、淡，寒"", ""Meridians"": ""归肺、胃、小肠经""}"
HERB006342,岩白菜,https://ydz.chp.org.cn/#/item?bookId=1&entryId=326,,Properties|Meridians,,"{""Properties"": ""苦、涩，平"", ""Meridians"": ""归肺、肝、脾经""}"
HERB006476,野木瓜,https://ydz.chp.org.cn/#/item?bookId=1&entryId=495,,Properties|Meridians,,"{""Properties"": ""微苦，平"", ""Meridians"": ""归肝、胃经""}"
HERB006508,伊贝母,https://ydz.chp.org.cn/#/item?bookId=1&entryId=217,,Properties|Meridians,,"{""Properties"": ""苦、甘，微寒"", ""Meridians"": ""归肺、心经""}"
HERB006569,益智,https://ydz.chp.org.cn/#/item?bookId=1&entryId=458,,Herb_latin_name|UsePart|Properties|Meridians|Function|Indication,,"{""Herb_latin_name"": ""ALPINIAE OXYPHYLLAE FRUCTUS"", ""UsePart"": ""成熟果实"", ""Properties"": ""辛，温"", ""Meridians"": ""归脾、肾经"", ""Function"": ""暖肾固精缩尿，温脾止泻摄唾"", ""Indication"": ""用于肾虚遗尿，小便频数，遗精白浊，脾寒泄泻，腹中冷痛，口多唾涎。""}"
HERB006571,一枝黄花,https://ydz.chp.org.cn/#/item?bookId=1&entryId=1,,Herb_latin_name|UsePart|Properties|Meridians|Function,,"{""Herb_latin_name"": ""SOLIDAGINIS HERBA"", ""UsePart"": ""全草"", ""Properties"": ""辛、苦，凉"", ""Meridians"": ""归肺、肝经"", ""Function"": ""清热解毒，疏散风热""}"
HERB006586,茵陈,https://ydz.chp.org.cn/#/item?bookId=1&entryId=373,,UsePart,,"{""UsePart"": ""地上部分""}"
HERB006633,淫羊藿,https://ydz.chp.org.cn/#/item?bookId=1&entryId=517,,Herb_latin_name|UsePart|Properties|Meridians|Function,,"{""Herb_latin_name"": ""EPIMEDII FOLIUM"", ""UsePart"": ""叶"", ""Properties"": ""辛、甘，温"", ""Meridians"": ""归肝、肾经"", ""Function"": ""补肾阳，强筋骨，祛风湿""}"
HERB006632,银杏叶,https://ydz.chp.org.cn/#/item?bookId=1&entryId=499,,Herb_latin_name|UsePart|Properties|Meridians|Function|Indication,,"{""Herb_latin_name"": ""GINKGO FOLIUM"", ""UsePart"": ""叶"", ""Properties"": ""甘、苦、涩，平"", ""Meridians"": ""归心、肺经"", ""Function"": ""活血化瘀，通络止痛，敛肺平喘，化浊降脂"", ""Indication"": ""用于瘀血阻络，胸痹心痛，中风偏瘫，肺虚咳喘，高脂血症。""}"
HERB006658,银杏叶,https://ydz.chp.org.cn/#/item?bookId=1&entryId=499,,Herb_latin_name|UsePart|Properties|Meridians|Function|Indication,,"{""Herb_latin_name"": ""GINKGO FOLIUM"", ""UsePart"": ""叶"", ""Properties"": ""甘、苦、涩，平"", ""Meridians"": ""归心、肺经"", ""Function"": ""活血化瘀，通络止痛，敛肺平喘，化浊降脂"", ""Indication"": ""用于瘀血阻络，胸痹心痛，中风偏瘫，肺虚咳喘，高脂血症。""}"
HERB006714,余甘子,https://ydz.chp.org.cn/#/item?bookId=1&entryId=277,,UsePart,,"{""UsePart"": ""成熟果实""}"
HERB006750,禹余粮,https://ydz.chp.org.cn/#/item?bookId=1&entryId=411,,Properties|Meridians,,"{""Properties"": ""甘、涩，微寒"", ""Meridians"": ""归胃、大肠经""}"
HERB006752,预知子,https://ydz.chp.org.cn/#/item?bookId=1&entryId=470,,Properties|Meridians,,"{""Properties"": ""苦，寒"", ""Meridians"": ""归肝、胆、胃、膀胱经""}"
HERB006753,禹州漏芦,https://ydz.chp.org.cn/#/item?bookId=1&entryId=410,,UsePart|Properties|Meridians,,"{""UsePart"": ""根"", ""Properties"": ""苦，寒"", ""Meridians"": ""归胃经""}"
HERB006811,月季花,https://ydz.chp.org.cn/#/item?bookId=1&entryId=110,,Meridians,,"{""Meridians"": ""归肝经""}"
HERB006860,云芝,https://ydz.chp.org.cn/#/item?bookId=1&entryId=86,,UsePart|Meridians|Function|Indication,,"{""UsePart"": ""子实体"", ""Meridians"": ""归心、脾、肝、肾经"", ""Function"": ""健脾利湿，清热解毒"", ""Indication"": ""用于湿热黄疸，胁痛，纳差，倦怠乏力。""}"
HERB006985,制川乌,https://ydz.chp.org.cn/#/item?bookId=1&entryId=55,,Properties|Meridians,,"{""Properties"": ""辛、苦，热；有毒"", ""Meridians"": ""归心、肝、肾、脾经""}"
HERB006995,炙红芪,https://ydz.chp.org.cn/#/item?bookId=1&entryId=235,,Properties|Meridians,,"{""Properties"": ""甘，温"", ""Meridians"": ""归肺、脾经""}"
HERB007044,蜘蛛香,https://ydz.chp.org.cn/#/item?bookId=1&entryId=586,,Properties|Meridians,,"{""Properties"": ""微苦、辛，温"", ""Meridians"": ""归心、脾、胃经""}"
HERB007079,肿节风,https://ydz.chp.org.cn/#/item?bookId=1&entryId=346,,UsePart|Properties|Meridians,,"{""UsePart"": ""全草"", ""Properties"": ""苦、辛，平"", ""Meridians"": ""归心、肝经""}"
HERB007081,钟乳石,https://ydz.chp.org.cn/#/item?bookId=1&entryId=403,,Properties|Meridians,,"{""Properties"": ""甘，温"", ""Meridians"": ""归肺、肾、胃经""}"
HERB007108,竹节参,https://ydz.chp.org.cn/#/item?bookId=1&entryId=212,,Herb_latin_name|UsePart|Properties|Meridians|Function|Indication,,"{""Herb_latin_name"": ""PANACIS JAPONICI RHIZOMA"", ""UsePart"": ""根茎"", ""Properties"": ""甘、微苦，温"", ""Meridians"": ""归肝、脾、肺经"", ""Function"": ""散瘀止血，消肿止痛，祛痰止咳，补虚强壮"", ""Indication"": ""用于痨嗽咯血，跌扑损伤，咳嗽痰多，病后虚弱。""}"
HERB007119,朱砂根,https://ydz.chp.org.cn/#/item?bookId=1&entryId=211,,Properties|Meridians,,"{""Properties"": ""微苦、辛，平"", ""Meridians"": ""归肺、肝经""}"
HERB007127,猪牙皂,https://ydz.chp.org.cn/#/item?bookId=1&entryId=502,,Properties|Meridians,,"{""Properties"": ""辛、咸，温；有小毒"", ""Meridians"": ""归肺、大肠经""}"
HERB007136,珠子参,https://ydz.chp.org.cn/#/item?bookId=1&entryId=427,,Properties|Meridians,,"{""Properties"": ""苦、甘，微寒"", ""Meridians"": ""归肝、肺、胃经""}"
HERB007180,紫花前胡,https://ydz.chp.org.cn/#/item?bookId=1&entryId=536,,Herb_latin_name|UsePart|Properties|Meridians|Function|Indication,,"{""Herb_latin_name"": ""PEUCEDANI DECURSIVI RADIX"", ""UsePart"": ""根"", ""Properties"": ""苦、辛，微寒"", ""Meridians"": ""归肺经"", ""Function"": ""降气化痰，散风清热"", ""Indication"": ""用于痰热喘满，咯痰黄稠，风热咳嗽痰多。""}"
HERB007206,紫石英,https://ydz.chp.org.cn/#/item?bookId=1&entryId=534,,Properties|Meridians,,"{""Properties"": ""甘，温"", ""Meridians"": ""归肾、心、肺经""}"
HERB007210,紫苏梗,https://ydz.chp.org.cn/#/item?bookId=1&entryId=539,,Properties|Meridians,,"{""Properties"": ""辛，温"", ""Meridians"": ""归肺、脾经""}"
HERB007213,紫苏子,https://ydz.chp.org.cn/#/item?bookId=1&entryId=537,,UsePart|Properties|Meridians,,"{""UsePart"": ""成熟果实"", ""Properties"": ""辛，温"", ""Meridians"": ""归肺经""}"
HERB007244,棕榈,https://ydz.chp.org.cn/#/item?bookId=1&entryId=531,,Properties|Meridians,,"{""Properties"": ""苦、涩，平"", ""Meridians"": ""归肺、肝、大肠经""}"
